display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
HIP 92871,,MCC 188,4310275491469537152,92871,,,,1RXS J185527.4+082408 | 2E  4160 | 2E 1853.0+0820 | 2MASS J18552740+0824090 | 2RE J1855+082 | 2RE J185527+082420 | [FS2003] 0998 | [GKL99] 366 | [KW97] 35-22 | [RHG95]  2976 | AC +08   142 | AC +08   142-393 | CABS 160 | CNS5 4704 | CSI+08-18531 | EUVE J1855+08.4 | Gaia DR1 4310275487166165632 | Gaia DR2 4310275491469537152 | Gaia DR3 4310275491469537152 | GCRV 68818 | GEN# +6.10010735 | GEN# +6.20030188 | GJ 735 | GSC 01039-01079 | HIC  92871 | HIP 92871 | IRAS 18530+0820 | JP11  5167 | MCC 188 | PLX 4380 | PLX 4380.00 | PM J18554+0824 | RE J1855+082 | RE J185526+082354 | SV* SVS  1805 | TIC 102107794 | TYC 1039-1079-1 | UBV   16070 | UBV M  42980 | UCAC4 493-099615 | USNO 657 | V* V1285 Aql | VVO 105 | WEB 16083,283.86462009,8.40220172,89.906455,0.026067,3449.06,91.477884,-69.021638,,11.122672,36.277304,8.599774,-34.842321,5.300877,36.277304,283.86462009,81.59779828,10.194,M3Ve,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.259
HD 92422AB,,NAME HD 92422AB,5253515146515399424,,,,,** JSP  412 | ** NZO   17AB | 2MASS J10384447-6233276 | Gaia DR1 5253515142183854208 | Gaia DR2 5253515146515399424 | Gaia DR3 5253515146515399424 | LLNS  2120 | NAME HD 92422AB | TYC 8961-722-1 | UCAC4 138-045903 | WDS J10387-6233AB,159.68528093,-62.55768989,1.718,0.0654,26.269,-9.674,5.819,-13.35,582.072177,1898.465528,-820.497754,303.750983,-1684.84128,1898.465528,159.68528093,152.55768989,10.2,B,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.669"
NC 4,,C* 3223,400600262650253184,,,,,2MASS J01233822+4951143 | C* 3223 | CGCS  223 | Gaia DR2 400600262650253184 | Gaia DR3 400600262650253184 | IRAS 01206+4935 | NAME NC 4 | TIC 410439457,20.90932283,49.85396989,0.478638,0.023202,20.629,-1.325943,-1.901117,,2089.263696,6814.26679,4104.094133,1567.966372,5208.850611,6814.26679,20.90932283,40.14603011,10.2,N,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.039
Kopff 27,,IC 4665   27,4473682057716713984,,,,,2MASS J17435584+0524482 | Cl* IC 4665    ALC      23 | Cl* IC 4665   VOGT       5 | CSI+05-17415 | Gaia DR2 4473682057716713984 | Gaia DR3 4473682057716713984 | GCRV 67357 | GEN# +3.46650027 | GSC 00423-00066 | IC 4665   27 | NAME Kopff 27 | ROT  3705 | TIC 361845306 | TYC  423-66-1 | UBV   15056 | UBV M  38993 | uvby98 346650027,265.98266002,5.41336333,2.90878,0.02521,115.384,-0.969421,-8.563348,-15.053,343.786786,1121.282529,-78.204873,-1113.538773,105.782365,1121.282529,265.98266002,84.58663667,10.21,A3V,other_main_sequence,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.016
Cyg OB2 3,,BD+40  4212,2067826062091598976,,,,,** ES 1679AB | 2E  4373 | 2E 2029.8+4103 | 2MASS J20313749+4113210 | [BBC2003] XS 04358.B6-004 | [HJ56] 214 | [I59] +41 186 | [MHG2003] 27 | [MHG2003] m | [MM53] Cyg OB2  3 | ADS 13962 AB | AG+41 1917 | ALS 11403 | BD+40  4212 | CCDM J20316+4113AB | CGO 597 | Cl* NGC 6910    RLP       3 | Gaia DR1 2067826057792197888 | Gaia DR2 2067826062091598976 | Gaia DR3 2067826062091598976 | GEN# +9.00030003 | GEN# +9.00030920 | GSC 03157-00299 | Hilt  989 | IDS 20280+4052 AB | JP11  5886 | KMJ    19 | LAMOST J203137.64+411325.4 | LS III +41   27 | MCW  923 | NAME Cyg OB2 3 | NAME VI Cyg 3 | NSV 13129 | PPM  60081 | RLP  920 | ROE 1002 | Schulte  3 | TIC 16734598 | TYC 3157-299-1 | UBV   17814 | UBV M  51929 | WDS J20316+4113AB,307.90627216,41.22250049,0.6324,0.0192,32.938,-2.237,-4.024,,1581.277672,5157.437978,2383.26951,-3060.753189,3398.67369,5157.437978,307.90627216,48.77749951,10.214,O6IV:+O9III,giant_or_supergiant,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.453"
Cyg OB2 4,,BD+40  4219,2067835682818357376,,,,,1E 2030.4+4116 | 2MASS J20321383+4127120 | 3XMM J203213.7+412711 | [BBC2003] XS 04358.B3-006 | [BDB2006]  15 | [HJ56] 215 | [I59] +41 191 | [MHG2003] 18 | [MHG2003] c | [MM53] Cyg OB2  4 | [MT91] 217 | [R2011] IDX   4 | ALS 11406 | BD+40  4219 | CGO 598 | Gaia DR1 2067835678518973568 | Gaia DR2 2067835682818357376 | Gaia DR3 2067835682818357376 | GEN# +9.00030004 | GOS G080.22+01.02 01 | GSC 03161-01063 | Hilt  990 | JP11  5827 | LS III +41   29 | MCW  924 | NAME Cyg OB2 4 | NAME VI Cyg 4 | RLP   32 | ROE  566 | Schulte  4 | TIC 17035586 | TYC 3161-1063-1 | UBV   17821 | UBV M   3060,308.05757746,41.45331647,0.583886,0.011685,49.971,-2.337191,-4.201931,60.9464,1712.661759,5585.955555,2580.871792,-3296.53158,3697.956164,5585.955555,308.05757746,48.54668353,10.22,O7III((f)),giant_or_supergiant,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.083
HD 10611BC,,NAME HD 10611BC,5135642002423826560,8038,10611B,,,** CVN   70 | ** HJ 3456B | 2MASS J01431417-2136561 | ADS  1358 B | BD-22   286B | CCDM J01432-2137B | CD-22   574B | CSI-22   574 22 | Gaia DR1 5135641998128289280 | Gaia DR2 5135642002423826560 | Gaia DR3 5135642002423826560 | GSC 05857-02139 | HD  10611B | HIC   8038 | HIP 8038 | IDS 01385-2207 B | IDS 01385-2707 B | NAME HD 10611BC | TIC 164752885 | TYC 5857-2139-1 | WDS J01432-2137BC,25.80908908,-21.61563811,32.7005,0.0705,463.837,60.173,-3.26,10.4,30.580572,99.740486,83.476856,40.370627,-36.742232,99.740486,25.80908908,111.61563811,10.22,K5Ve,other_main_sequence,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=3.996"
HD 331161A,,HD 331161A,2034581091118259328,,331161A,,,** HEL    3A | ** KAM    3A | 2MASS J19462386+3201021 | [RHG95]  3103 | BD+31  3767A | CCDM J19464+3201A | CNS5 4901 | CSI+31  3767  1 | Gaia DR2 2034581091118259328 | Gaia DR3 2034581091118259328 | GEN# +1.00331161A | GJ 767 A | HD 331161A | IDS 19425+3147 A | Karmn J19463+320 | LFT 1492 | LHS  3482 | LSPM J1946+3201 | LTT 15771 | NLTT 48223 | TIC 58338990 | TYC 2660-4236-1 | VVO 122 | WDS J19464+3201A,296.60213388,32.0153213,71.715499,0.015863,4520.869,464.789533,-391.657576,-4.8544,13.943987,45.479204,17.267818,-34.479827,24.110619,45.479204,296.60213388,57.9846787,10.22,M0.5V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.043
NC 44,,C* 3263,480310526335762176,,,,,2MASS J05455498+6602211 | [WWV2004] J0545546+660225 | C* 3263 | CGCS 1024 | Gaia DR1 480310522038931072 | Gaia DR2 480310526335762176 | Gaia DR3 480310526335762176 | IRAS 05408+6601 | NAME NC 44 | NSV  2598 | SV* SVS   961 | TIC 400029063 | TYC 4106-877-1 | WISE J054555.01+660221.6 | WISEA J054554.96+660221.0,86.47901846,66.03920642,0.414419,0.037248,11.126,-0.040617,0.097525,,2413.015235,7870.203084,196.290319,3190.146211,7191.977047,7870.203084,86.47901846,23.96079358,10.22,C,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.041
HIP 109555,,Ross  271,1776317182780536064,109555,,,,2MASS J22113008+1825341 | [RHG95]  3486 | AC +18  1937-307 | ASCC  907553 | CNS5 5487 | CSI+18-22091 | G 126-61 | G 127-6 | Gaia DR1 1776317178484979712 | Gaia DR2 1776317182780536064 | Gaia DR3 1776317182780536064 | GALEX J221130.2+182535 | GCRV 13947 | GJ 851 | HIC 109555 | HIP 109555 | Karmn J22115+184 | LFT 1691 | LHS  6399 | LSPM J2211+1825 | LTT 16492 | MCC 74 | NLTT 53159 | PLX 5367 | PLX 5367.00 | PM J22115+1825 | Ross  271 | StKM 2-1591 | TIC 258822427 | TYC 1685-1853-1 | UCAC2  38361135 | UCAC4 543-147017 | USNO 771 | USNO-B1.0 1084-00602120 | VVO 146 | WEB 19684 | WISEA J221130.34+182536.2,332.87693362,18.42699857,85.405993,0.021824,3913.368,329.059344,180.634184,-52.0083,11.70878,38.188933,32.246545,-16.517775,12.071374,38.188933,332.87693362,71.57300143,10.232,M2V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.047
Gaia DR3 3100542495921276160,,BD-05  1737,3100542495921276160,,,,,2MASS J06401397-0552226 | AC2000 2148785 | BD-05  1737 | CNS5 1650 | DENIS J064013.9-055221 | Gaia DR2 3100542495921276160 | Gaia DR3 3100542495921276160 | GEN# -0.00501737 | GSC 04811-02313 | SCR J0640-0552 | TIC 53411081 | UBV M   5179 | USNO-B1.0 0841-00095023 | WISE J064014.05-055229.3 | WISEA J064014.04-055229.3,100.05875122,-5.8757498,84.796898,0.016995,4989.641,107.265153,-582.598385,47.8235,11.792884,38.463244,-6.682615,37.673061,-3.937541,38.463244,100.05875122,95.8757498,10.24,M2,other,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=0.991
SGR 0755-2933,,CD-29  5159,5597252305589385984,,,,,2MASS J07554248-2933535 | 2SXPS J075542.5-293353 | [N75] 106 | [O92] 190 | ALS   867 | CD-29  5159 | CPD-29  2176 | EM* AS  186 | Gaia DR1 5597252301284347136 | Gaia DR2 5597252305589385984 | Gaia DR3 5597252305589385984 | GSC 06565-01179 | Hen 3-97 | LS  867 | NAME SGR 0755-2933 | NSV 17662 | RF E2-7 | TIC 129274511 | TYC 6565-1179-1 | UCAC4 303-034887 | uvby98 -002905159 | WISE J075542.49-293353.4 | WISEA J075542.48-293353.5 | WRAY 15-109,118.92702181,-29.56485836,0.285383,0.013911,20.516,-2.653516,2.892489,,3504.058461,11428.710148,-4808.252594,8700.433774,-5639.022502,11428.710148,118.92702181,119.56485836,10.25,O6/8,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.093
CD-50 8098AB,,NAME CD-50 8098AB,,,,,,** B 1232AB | 2MASS J13534424-5126396 | CCDM J13537-5127AB | Gaia DR1 6090305613328309632 | IDS 13473-5057 AB | NAME CD-50 8098AB | TIC 241698247 | TYC 8275-918-1 | UCAC4 193-085806 | WDS J13537-5127AB,208.4343064,-51.4443477,1.02,0.4,2.55,-11.646,-6.364,,,,,,,,208.4343064,141.4443477,10.27,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
HIP 23932,,L  737-9,2976507997939000064,23932,,,,** WSI   72 | 2MASS J05083500-1810178 | [RHG95]   882 | AKARI-IRC-V1 J0508352-181029 | CNS5 1293 | CSI-18-05064 | Gaia DR1 2976508062359392512 | Gaia DR2 2976507997939000064 | Gaia DR3 2976507997939000064 | GEN# +6.10010190 | GEN# +9.85777036 | GJ 190 | HIC  23932 | HIP 23932 | IRAS 05063-1813 | IRAS F05063-1813 | Karmn J05085-181 | L  737-9 | LFT  391 | LHS   203 | LP  777-36 | LTT  2179 | NLTT 14559 | NSV  1848 | PLX 1168 | PLX 1168.00 | PM 05064-1813 | PM J05085-1810 | TIC 146538232 | TYC 5905-1336-1 | UBV M  42933 | UCAC4 360-007193 | WDS J05086-1810AB | WISE J050835.39-181033.6 | WISEA J050835.39-181033.6,77.14601877,-18.17205248,108.3254,0.0976,1109.891,503.594,-1399.632,33.9,9.231445,30.108947,6.364171,27.89035,-9.390123,30.108947,77.14601877,108.17205248,10.302,M3.5V,red_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=4.355"
Tau 1,,V* V1110 Tau,147940663906992512,,283716,,,1RXS J043439.0+250059 | 2E  1094 | 2E 0431.6+2454 | 2MASS J04343929+2501010 | AP J04343929+2501010 | ASAS J043438+2500.9 | BD+24   667 | EPIC 247888948 | Gaia DR1 147940663906992512 | Gaia DR2 147940663906992512 | Gaia DR3 147940663906992512 | GBS-VLA J043439.24+250100.9 | GSC 01833-00934 | HBC 408 | HD 283716 | LAMOST J043439.28+250101.0 | NAME Tau 1 | SBC9 3677 | SSTtau 043439.2+250101 | TAP 50 | TIC 268510346 | TYC 1833-934-1 | V* V1110 Tau | Wa Tau 1,68.66340787,25.01689943,11.749233,0.019084,615.663,-52.56791,-11.144046,,85.111939,277.598017,91.527192,234.312836,117.392193,277.598017,68.66340787,64.98310057,10.308,G0,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.236
HIP 103655A,,BD+40   883A,1873073175244118784,103655A,,,,** KUI  103A | BD+40   883A | CCDM J21001+4004A | CNS5 5187 | Gaia DR3 1873073175244118784 | GJ 815 A | HIP 103655A | PM J21000+4004W | SBC9 1280 | TYC 3172-1090-1 | WDS J21000+4004A,315.02244644,40.07018079,66.5535,0.0722,921.794,602.234,-250.521,,15.025506,49.006645,26.528769,-26.507991,31.546825,49.006645,315.02244644,49.92981921,10.31,M2.0Ve,red_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=5.202"
HIP 10395,,CD-32   828,4971496564348436352,10395,,,,2MASS J02135359-3202282 | [RHG95]   400 | CD-32   828 | CNS5 567 | Gaia DR2 4971496564348094336 | Gaia DR3 4971496564348436352 | GEN# -0.03200828 | GJ 91 | HIC  10395 | HIP 10395 | L  512-25 | LFT  193 | LHS  1361 | LPM 107 | LTT  1146 | NLTT  7390 | NSV   757 | PLX  459.1 | PLX  459.10 | PM 02116-3215 | PM J02138-3202 | PPM 737777 | TIC 70553159 | TYC 7007-979-1 | UBV M   5879 | UCAC4 290-002308 | WISEA J021354.25-320233.9 | Zkh  40,33.47741189,-32.04360678,78.116813,0.033007,2366.647,757.671302,-532.033212,43.6694,12.801342,41.752392,29.519908,19.522069,-22.152339,41.752392,33.47741189,122.04360678,10.324,M2Vk,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.076
Gaia DR3 527956488340229632,,BD+66    34A,527956488340229632,,,,,"** MCY    1 | ** VYS    2A | 2MASS J00322970+6714080 | [RHG95]    92 | ADS   433 AC | ADS   440 AC | BD+66    34A | CCDM J00325+6714A | CNS5 155 | Gaia DR2 527956488339113472 | Gaia DR3 527956488340229632 | GJ 22 A | GJ 22 C | IDS 00263+6642 A | LFT   47 | LHS   114 | LSPM J0032+6714N | LTT 10178 | NLTT  1707 | PM J00324+6714 | PMSC 00263+6642A | PMSC 00263+6642Aab | TIC 420470817 | TIC 608170820 | TYC 4027-803-1 | UCAC4 787-000993 | V* V547 Cas | WDS J00321+6715A | WDS J00321+6715Aa,Ab | Zkh  10 | Zkh  12",8.12294931,67.23587195,101.0864,0.4607,219.419,1748.319,-347.589,-4.02,9.892528,32.26511,12.359352,1.764047,29.751838,32.26511,8.12294931,22.76412805,10.327,M2V,red_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=5.886"
HIP 21556,,BD-11   916,3184351876391975808,21556,,,,2MASS J04374188-1102198 | [RHG95]   804 | BD-11   916 | CNS5 1152 | Gaia DR1 3184351872093838592 | Gaia DR2 3184351876391975808 | Gaia DR3 3184351876391975808 | GCRV  2717 | GEN# -0.01100916 | GJ 173 | HIC  21556 | HIP 21556 | Karmn J04376-110 | LP  715-52 | LTT  2050 | MCC 106 | NLTT 13657 | PLX 1026 | PLX 1026.00 | PM J04376-1102 | PPM 710831 | StKM 2-373 | TIC 55997717 | TYC 5324-581-1 | UBV M   5319 | UCAC4 395-006371 | WEB  4138,69.4234132,-11.03975219,89.189728,0.019916,4478.222,-226.922852,-195.986968,-7.1262,11.212053,36.568827,12.614607,33.602305,-7.002565,36.568827,69.4234132,101.03975219,10.331,M1V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.139
HIP 35353,,Ross  987,948039989652369408,35353,,,,** RAO  216 | 2MASS J07180819+3916295 | [RHG95]  1154 | ASCC  483891 | CNS5 1812 | Furuhjelm   II-597 | G 107-61 | Gaia DR1 948039985355827584 | Gaia DR2 948039989652369408 | Gaia DR3 948039989652369408 | GALEX J071808.0+391629 | GJ 3438 | HAT 176-00195 | HIC  35353 | HIP 35353 | LSPM J0718+3916 | LTT 12003 | NLTT 17646 | PM J07181+3916 | Ross  987 | StKM 2-452 | TIC 17808034 | TYC 2944-1872-1 | UCAC2  45497165 | UCAC4 647-042601 | USNO-B1.0 1292-00178746 | WDS J07181+3916AB | WISE J071807.98+391628.2 | WISEA J071807.98+391628.1,109.53285447,39.27428792,71.322651,0.023353,3054.155,-214.556738,-116.968184,9.9036,14.020791,45.729705,-11.836056,33.363179,28.948437,45.729705,109.53285447,50.72571208,10.34,M0V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.267
VY CMa B,,NAME VY CMa B,,,,,,** B  719B | CCDM J07230-2546B | Gaia DR2 5616197646848664576 | NAME VY CMa B | TYC 6541-2525-2 | WDS J07230-2546B,110.74302792,-25.76740534,,,,0.9,-9.2,,,,,,,,110.74302792,115.76740534,10.34,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Borrelly's Star,,HD   1960,2426697517703588224,,1960,,,2MASS J00234746-0927447 | BD-10    62 | CSV 100024 | Gaia DR1 2426697513407953152 | Gaia DR2 2426697517703588224 | Gaia DR3 2426697517703588224 | HD   1960 | NAME Borrelly's Star | NSV   152 | PPM 182206 | RAVE J002347.5-092745 | SV* ZI    18 | TYC 5262-509-1,5.94758285,-9.46253214,4.710228,0.017341,271.624,-44.944102,-24.710274,21.4854,212.303962,692.442913,679.344436,70.773673,-113.839416,692.442913,5.94758285,99.46253214,10.343,G5IV/V,giant_or_supergiant,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=0.940
HD 196982,,V* AT Mic,,102141,196982,,,** LDS  720BC | 1RXS J204151.2-322604 | 1SWASP J204151.15-322606.7 | 2EUVE J2041-32.4 | 2MASS J20415111-3226073 | 2RE J2041-322 | 2RE J204150-322503 | [FS2003] 1087 | AKARI-IRC-V1 J2041512-322610 | ASAS J204151-3226.0 | ASAS J204151-3226.1 | BPS CS 30314-0192 | CD-32 16135 | CPC 17 11295 | CPD-32  6181 | CSI-32 16135 21 | EUVE J2041-32.4 | HD 196982 | HIC 102141 | HIP 102141 | IDS 20356-3247 | IDS 20390-3142 BC | IRAS 20387-3236 | PLX 4929 | PPM 300495 | RBS  1692 | RE J2041-322 | RE J204150-322619 | RX J2041.8-3225 | SAO 212355 | SV* BV   594 | TIC 441398770 | UBV M  25071 | UGP 502 | V* AT Mic | WDS J20452-3120BC | WEB 18475 | WISEA J204151.37-322612.3 | XSS J20426-3225,310.46316354,-32.43523009,93.5,3.67,25.477,270.45,-365.6,-3.17,10.695187,34.883035,19.106147,-22.399569,-18.709371,34.883035,310.46316354,122.43523009,10.343,M4.5Ve+M4.5Ve,red_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly,0,
Gaia DR3 5369480397355535872,,CD-51  5974,5369480397355535872,,,,,2MASS J11431977-5150255 | [RHG95]  1832 | CD-51  5974 | CF  9268 | CNS5 2869 | CPD-51  4413 | CSI-51  4413 42 | Gaia DR1 5369480393048425472 | Gaia DR2 5369480397355535872 | Gaia DR3 5369480397355535872 | GCRV 26280 | GEN# -0.05105974 | GJ 438 | L  252-28 | LFT  839 | LHS  2447 | LTT  4348 | NLTT 28348 | PLX 2709 | PLX 2709.00 | PM 11408-5133 | PM J11433-5150 | TIC 93716498 | TYC 8227-1613-1 | UBV M   6489 | UCAC2   9473016 | UCAC4 191-063124 | WISEA J114320.55-515031.4 | Zkh 165,175.83729025,-51.84293422,90.733525,0.017253,5259.001,654.30302,-539.516969,3.2936,11.021285,35.946622,-22.149931,1.612096,-28.265551,35.946622,175.83729025,141.84293422,10.36,M0V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.155
HIP 109388,,BD-05  5715,2627117287488522240,109388,,,,2E  4574 | 2E 2206.9-0454 | 2MASS J22094029-0438267 | [RHG95]  3478 | AKARI-IRC-V1 J2209408-043826 | BD-05  5715 | Ci 20 1340 | CNS5 5478 | G  27-16 | Gaia DR1 2627117283194034944 | Gaia DR2 2627117287488522240 | Gaia DR3 2627117287488522240 | GCRV 13921 | GEN# -0.00505715 | GJ 849 | HIC 109388 | HIP 109388 | IRAS 22070-0452 | JP11   258 | Karmn J22096-046 | LFT 1689 | LHS   517 | LPM 814 | LTT  8889 | MCC 73 | NLTT 53078 | PLX 5358 | PLX 5358.00 | PM 22070-0453 | PM J22096-0438 | RAVE J220940.3-043827 | TIC 248027247 | TYC 5227-1521-1 | UCAC4 427-123515 | USNO-B1.0 0853-00595068 | VVO 234 | WEB 19654 | WISEA J220941.14-043826.8 | Wolf 1329 | Zkh 328,332.42315157,-4.64083482,113.444722,0.029998,3781.793,1132.583265,-22.157307,-15.6121,8.814866,28.750247,25.400402,-13.265943,-2.326163,28.750247,332.42315157,94.64083482,10.366,M3.5V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.354
HIP 47513,,Ross   85,614543647497149056,47513,,,,1RXS J094110.6+131242 | 2MASS J09411033+1312344 | [RHG95]  1528 | AC +13  1301 | ASCC  948734 | Ci 20  540 | CNS5 2393 | CSI+13-09385 | G  42-17 | Gaia DR1 614543643201618304 | Gaia DR2 614543647497149056 | Gaia DR3 614543647497149056 | GCRV  6241 | GEN# +9.80042017 | GES J09410971+1312324 | GJ 361 | HIC  47513 | HIP 47513 | Karmn J09411+132 | LFT  670 | LHS  2173 | LSPM J0941+1312 | LTT 12562 | MCC 551 | NLTT 22345 | PLX 2298 | PLX 2298.00 | PM 09385+1326 | PM J09411+1312 | Ross   85 | TIC 307646256 | TYC  827-1159-1 | UCAC2  36470874 | UCAC4 517-050105 | USNO-B1.0 1032-00196900 | WEB  8913 | WISEA J094109.88+131232.9,145.29015483,13.20892598,86.619589,0.021847,3964.846,-660.038515,-143.16885,10.8233,11.544733,37.653882,-30.134311,20.873648,8.604008,37.653882,145.29015483,76.79107402,10.37,M2.5V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly,0,Gaia RUWE=1.058
Her 36,,NAME Her 36SE,4066021251120282496,,,,,"** AEN    1A | ** SBE    1 | 2MASS J18034033-2422427 | [KA2010] 0/I 25 | ALS  4589 | CD-24 13806 | Cl* NGC 6530    CDZ      53 | Cl* NGC 6530    SCB     144 | Cl* NGC 6530    VAJ     105 | Cl* NGC 6530    ZCW     134 | CPD-24  6137 | EPIC 224363737 | Gaia DR2 4066021251107926272 | Gaia DR3 4066021251120282496 | GCRV 10486 | GES J18034033-2422427 | GOS G005.97-01.17 01 | LS 4589 | NAME Her 36 | NAME Her 36SE | NAME Herschel 36 | NGC  6530   177 | NSV 10081 | TIC 406748532 | UCAC4 329-121973 | WDS J18037-2423A | WDS J18037-2423Aa,Ab",270.91801047,-24.37858151,0.774928,0.024235,31.975,2.040352,-2.243088,,1290.442019,4208.858946,61.420302,-3833.096712,-1737.265312,4208.858946,270.91801047,114.37858151,10.372,O8V+,other_main_sequence,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.087
